,_id,CATEGORY,DASH_CATEGORY
1656,5f2bca36ba0be61b0c1d00ec,NULL,M1
1657,5f2bca36ba0be61b0c1d0141,NULL,M1
1659,5f2bca36ba0be61b0c1d01ae,NULL,M1
1663,5f2bca36ba0be61b0c1d029a,NULL,M1
1668,5f2bca37ba0be61b0c1d0323,NULL,M1
1671,5f2bca37ba0be61b0c1d03e5,NULL,M1
1674,5f2bca37ba0be61b0c1d0411,NULL,M1
1675,5f2bca37ba0be61b0c1d0436,NULL,M1
1676,5f2bca37ba0be61b0c1d0452,NULL,M1
1682,5f2bca37ba0be61b0c1d0543,NULL,M1
1684,5f2bca37ba0be61b0c1d05a5,NULL,M1
1685,5f2bca37ba0be61b0c1d05df,NULL,M1
1686,5f2bca37ba0be61b0c1d05e8,NULL,M1
1688,5f2bca37ba0be61b0c1d0622,NULL,M1
1690,5f2bca37ba0be61b0c1d0644,NULL,M1
1694,5f2bca37ba0be61b0c1d0687,NULL,M1
1702,5f2bca38ba0be61b0c1d083c,NULL,M1
1703,5f2bca38ba0be61b0c1d085d,NULL,M1
1704,5f2bca38ba0be61b0c1d0930,NULL,M1
1706,5f2bca38ba0be61b0c1d09f9,NULL,M1
1711,5f2bca38ba0be61b0c1d0a9f,NULL,M1
1713,5f2bca38ba0be61b0c1d0ac7,NULL,M1
1714,5f2bca38ba0be61b0c1d0ada,NULL,M1
1715,5f2bca38ba0be61b0c1d0ae5,NULL,M1
1718,5f2bca39ba0be61b0c1d0b02,NULL,M1
1720,5f2bca39ba0be61b0c1d0b34,NULL,M1
1721,5f2bca39ba0be61b0c1d0b55,NULL,M1
1723,5f2bca39ba0be61b0c1d0b6b,NULL,M1
1726,5f2bca39ba0be61b0c1d0bb6,NULL,M1
1727,5f2bca39ba0be61b0c1d0bb7,NULL,M1
1730,5f2bca39ba0be61b0c1d0c5d,NULL,M1
1731,5f2bca39ba0be61b0c1d0c68,NULL,M1
1732,5f2bca39ba0be61b0c1d0c71,NULL,M1
1733,5f2bca39ba0be61b0c1d0c8d,NULL,M1
1741,5f2bca39ba0be61b0c1d0d5e,NULL,M1
1742,5f2bca39ba0be61b0c1d0d7e,NULL,M1
1743,5f2bca39ba0be61b0c1d0e15,NULL,M1
1749,5f2bca3aba0be61b0c1d0f2e,NULL,M1
1751,5f2bca3aba0be61b0c1d0f78,NULL,M1
1753,5f2bca3aba0be61b0c1d0fa6,NULL,M1
1755,5f2bca3aba0be61b0c1d0fbf,NULL,M1
1759,5f2bca3aba0be61b0c1d110e,NULL,M1
1763,5f2bca3bba0be61b0c1d13af,NULL,M1
1764,5f2bca3bba0be61b0c1d13b6,NULL,M1
1765,5f2bca3bba0be61b0c1d1409,NULL,M1
1776,5f2bca3bba0be61b0c1d15e8,NULL,M1
1779,5f2bca3bba0be61b0c1d165e,NULL,M1
1784,5f2bca3cba0be61b0c1d16bb,NULL,M1
1786,5f2bca3cba0be61b0c1d17a1,NULL,M1
1788,5f2bca3dba0be61b0c1d1886,NULL,M1
1789,5f2bca3dba0be61b0c1d18de,NULL,M1
1790,5f2bca3dba0be61b0c1d18f0,NULL,M1
1795,5f2bca3dba0be61b0c1d1a6d,NULL,M1
1798,5f2bca3eba0be61b0c1d1ac4,NULL,M1
1800,5f2bca3eba0be61b0c1d1afd,NULL,M1
1807,5f2bca3eba0be61b0c1d1cd6,NULL,M1
1808,5f2bca3eba0be61b0c1d1d1e,NULL,M1
1809,5f2bca3eba0be61b0c1d1d92,NULL,M1
1810,5f2bca3eba0be61b0c1d1dca,NULL,M1
1811,5f2bca3eba0be61b0c1d1dfd,NULL,M1
1814,5f2bca3fba0be61b0c1d1eaf,NULL,M1
1815,5f2bca3fba0be61b0c1d1f73,NULL,M1
1817,5f2bca3fba0be61b0c1d2146,NULL,M1
1818,5f2bca3fba0be61b0c1d2241,NULL,M1
1819,5f2bca3fba0be61b0c1d2250,NULL,M1
1821,5f2bca41ba0be61b0c1d245d,NULL,M1
1822,5f2bca41ba0be61b0c1d2482,NULL,M1
1823,5f2bca41ba0be61b0c1d251f,NULL,M1
1825,5f2bca41ba0be61b0c1d2625,NULL,M1
1826,5f2bca41ba0be61b0c1d2635,NULL,M1
1827,5f2bca42ba0be61b0c1d2673,NULL,M1
1828,5f2bca42ba0be61b0c1d268f,NULL,M1
1830,5f2bca42ba0be61b0c1d286b,NULL,M1
1831,5f2bca42ba0be61b0c1d287a,NULL,M1
1832,5f2bca42ba0be61b0c1d287b,NULL,M1
1833,5f2bca43ba0be61b0c1d29e8,NULL,M1
1834,5f2bca43ba0be61b0c1d2a08,NULL,M1
1836,5f2bca43ba0be61b0c1d2c48,NULL,M1
1838,5f2bca43ba0be61b0c1d2cf3,NULL,M1
1844,5f2bca44ba0be61b0c1d3178,NULL,M1
1847,5f2bca45ba0be61b0c1d3504,NULL,M1
1850,5f2bca45ba0be61b0c1d3521,NULL,M1
1854,5f2bca45ba0be61b0c1d3536,NULL,M1
1855,5f2bca45ba0be61b0c1d3542,NULL,M1
1857,5f2bca45ba0be61b0c1d354d,NULL,M1
